"date","producerShare","producerShareSmoothed"
2001-01-01,48.8959375,48.7983323466019
2001-02-01,48.756,48.8218748651371
2001-03-01,47.1799371069182,48.8454173836722
2001-04-01,46.0524691358025,48.8747361768464
2001-05-01,47.3350310559006,48.9040549700205
2001-06-01,49.025652173913,48.9455086123214
2001-07-01,49.5693251533742,48.9869622546222
2001-08-01,49.951717791411,49.0429113115821
2001-09-01,50.409263803681,49.098860368542
2001-10-01,49.5844171779141,49.1652007679699
2001-11-01,49.1421472392638,49.2315411673979
2001-12-01,50.3333333333333,49.2603084283476
2002-01-01,48.5950920245399,49.2890756892974
2002-02-01,51.8823529411765,49.2459271685524
2002-03-01,49.0759493670886,49.2027786478074
2002-04-01,46.7484662576687,49.1220553329351
2002-05-01,47.4367088607595,49.0413320180627
2002-06-01,48.7924528301887,48.8640244166263
2002-07-01,49.6962025316456,48.6867168151898
2002-08-01,47.8101265822785,48.45159314486
2002-09-01,47.96875,48.2164694745302
2002-10-01,49.55,48.0392086490326
2002-11-01,51.2885906040268,47.8619478235351
2002-12-01,47.1572327044025,47.7840446604231
2003-01-01,47.0443037974684,47.706141497311
2003-02-01,46.9811320754717,47.7288222002444
2003-03-01,46.6774193548387,47.7515029031778
2003-04-01,46.0645161290323,47.787263077456
2003-05-01,45.656050955414,47.8230232517343
2003-06-01,46.687898089172,47.8431382057352
2003-07-01,46.9363057324841,47.8632531597362
2003-08-01,51.3648648648649,47.914773853645
2003-09-01,49.3057324840764,47.9662945475538
2003-10-01,49.6323717948718,48.0911967609304
2003-11-01,48.8110897435897,48.2160989743069
2003-12-01,48.043821656051,48.4200891656372
2004-01-01,48.4528387096774,48.6240793569674
2004-02-01,47.903141025641,48.7141077685364
2004-03-01,47.3616129032258,48.8041361801053
2004-04-01,46.1927272727273,48.7745754212679
2004-05-01,48.8293661971831,48.7450146624306
2004-06-01,52.5016176470588,48.6381121639809
2004-07-01,49.3405442176871,48.5312096655312
2004-08-01,49.1795364238411,48.3493924371897
2004-09-01,47.5250943396226,48.1675752088482
2004-10-01,47.7964968152866,47.9167389940683
2004-11-01,50.368843537415,47.6659027792885
2004-12-01,46.6162025316456,47.4113599398526
2005-01-01,46.9013461538462,47.1568171004167
2005-02-01,46.0495512820513,47.0882517252334
2005-03-01,45.8810322580645,47.0196863500501
2005-04-01,46.9372,47.0950401515903
2005-05-01,44.1006578947368,47.1703939531304
2005-06-01,45.4445394736842,47.2181803544844
2005-07-01,46.0698026315789,47.2659667558384
2005-08-01,48.7520945945946,47.2660004644902
2005-09-01,49.5829931972789,47.266034173142
2005-10-01,50.6457638888889,47.2777276743614
2005-11-01,49.6685416666667,47.2894211755809
2005-12-01,47.1170860927152,47.3885103277879
2006-01-01,47.0081456953642,47.487599479995
2006-02-01,46.257880794702,47.5602906224385
2006-03-01,45.5090728476821,47.6329817648819
2006-04-01,45.0403973509934,47.6123539205286
2006-05-01,45.8683673469388,47.5917260761754
2006-06-01,47.2430612244898,47.5195921309467
2006-07-01,49.6874825174825,47.447458185718
2006-08-01,50.1393197278912,47.2849557561269
2006-09-01,48.8462913907285,47.1224533265359
2006-10-01,48.5962666666667,46.8650660759973
2006-11-01,47.5319867549669,46.6076788254588
2006-12-01,47.5267333333333,46.3876464727243
2007-01-01,45.6019333333333,46.1676141199899
2007-02-01,43.8023333333333,46.0955597362198
2007-03-01,43.2494666666667,46.0235053524498
2007-04-01,42.7786666666667,46.1111493345334
2007-05-01,42.6938513513514,46.198793316617
2007-06-01,45.4736486486486,46.4108816471929
2007-07-01,48.6795104895105,46.6229699777687
2007-08-01,48.4640540540541,46.9676404465525
2007-09-01,49.2619727891156,47.3123109153364
2007-10-01,49.4095945945946,47.6639419159704
2007-11-01,48.8991390728477,48.0155729166044
2007-12-01,48.0855555555556,48.3612988149603
2008-01-01,49.2756209150327,48.7070247133163
2008-02-01,47.9403973509934,49.1434646271584
2008-03-01,49.3636111111111,49.5799045410006
2008-04-01,47.3948322147651,50.0451751871796
2008-05-01,45.7503973509934,50.5104458333587
2008-06-01,49.4237086092715,50.8136335254754
2008-07-01,53.5680519480519,51.1168212175921
2008-08-01,54.5580519480519,51.1327604840637
2008-09-01,55.7169078947368,51.1486997505353
2008-10-01,54.651045751634,50.8436763797167
2008-11-01,52.5159731543624,50.5386530088981
2008-12-01,52.4939597315436,49.9687022775508
2009-01-01,50.266338028169,49.3987515462035
2009-02-01,47.979219858156,48.6676826551941
2009-03-01,45.9356028368794,47.9366137641846
2009-04-01,42.3082978723404,47.2917177368597
2009-05-01,42.2429078014184,46.6468217095349
2009-06-01,45.6382014388489,46.2150243755068
2009-07-01,45.270977443609,45.7832270414787
2009-08-01,45.7405970149254,45.6030570483828
2009-09-01,45.9716417910448,45.4228870552869
2009-10-01,48.498527131783,45.3990678384228
2009-11-01,46.1412121212121,45.3752486215586
2009-12-01,46.0605303030303,45.3626652726921
2010-01-01,46.1484090909091,45.3500819238256
2010-02-01,45.3356060606061,45.3317403842635
2010-03-01,44.6977272727273,45.3133988447015
2010-04-01,43.0506818181818,45.3007329785492
2010-05-01,42.5537121212121,45.2880671123969
2010-06-01,43.7587121212121,45.3223285846976
2010-07-01,44.7412030075188,45.3565900569982
2010-08-01,46.684,45.4668902935287
