"date","producerShare","producerShareSmoothed"
2010-09-01,46.8439230769231,45.5771905300592
2010-10-01,46.6734090909091,45.7907457589633
2010-11-01,46.5837692307692,46.0043009878674
2010-12-01,47.941968503937,46.2413360732202
2011-01-01,46.82453125,46.4783711585731
2011-02-01,46.5020769230769,46.6189409063022
2011-03-01,45.7413076923077,46.7595106540314
2011-04-01,45.2069402985075,46.8116837554627
2011-05-01,46.6989147286822,46.8638568568939
2011-06-01,46.7075,46.8702021398111
2011-07-01,46.8372727272727,46.8765474227283
2011-08-01,46.7270992366412,46.8923498239517
2011-09-01,46.9289312977099,46.9081522251751
2011-10-01,48.9966141732284,46.9143432982776
2011-11-01,47.0704724409449,46.9205343713802
2011-12-01,48.0437096774194,46.8667664578509
2012-01-01,46.9995238095238,46.8129985443216
2012-02-01,47.5354761904762,46.7049704046268
2012-03-01,47.1870161290323,46.5969422649319
2012-04-01,45.9788888888889,46.4648261819398
2012-05-01,44.0814285714286,46.3327100989478
2012-06-01,45.3566935483871,46.2347504795538
2012-07-01,44.7064566929134,46.1367908601599
2012-08-01,44.6657936507937,46.1775531673976
2012-09-01,46.3007258064516,46.2183154746354
2012-10-01,47.4176612903226,46.489731127608
2012-11-01,47.1691935483871,46.7611467805805
2012-12-01,47.1173809523809,47.2098709868426
2013-01-01,47.5084920634921,47.6585951931047
2013-02-01,48.6721138211382,48.1476180435483
2013-03-01,47.8259677419355,48.6366408939919
2013-04-01,49.9511764705882,49.084048108444
2013-05-01,48.2183606557377,49.531455322896
2013-06-01,48.711007751938,49.8837598676977
2013-07-01,49.9610852713178,50.2360644124994
2013-08-01,50.593023255814,50.4512473773986
2013-09-01,51.6032558139535,50.6664303422978
2013-10-01,53.59,50.7824946384315
2013-11-01,52.244496124031,50.8985589345652
2013-12-01,52.5702325581395,50.9537262289407
2014-01-01,51.8678625954198,51.0088935233163
2014-02-01,50.4975373134328,50.8880478486168
2014-03-01,51.1047328244275,50.7672021739173
2014-04-01,48.6880597014925,50.421224808237
2014-05-01,48.5717164179104,50.0752474425568
2014-06-01,51.1029457364341,49.5659270153338
2014-07-01,48.9917164179104,49.0566065881108
2014-08-01,49.004328358209,48.4477448753379
2014-09-01,48.9467164179104,47.838883162565
2014-10-01,48.4495419847328,47.2213424819158
2014-11-01,47.8927131782946,46.6038018012666
2014-12-01,46.8506976744186,46.1037711641588
2015-01-01,44.6992366412214,45.6037405270511
2015-02-01,44.7169841269841,45.2765531851465
2015-03-01,41.8122900763359,44.9493658432419
2015-04-01,42.628671875,44.7479169071198
2015-05-01,41.6522900763359,44.5464679709978
2015-06-01,43.61125,44.4280481438682
2015-07-01,45.2103968253968,44.3096283167386
2015-08-01,44.3490839694656,44.2323508872134
2015-09-01,46.8306349206349,44.1550734576883
2015-10-01,46.112213740458,44.0599920680159
2015-11-01,45.4225954198473,43.9649106783435
2015-12-01,44.4364885496183,43.8496614034224
2016-01-01,44.6720769230769,43.7344121285014
2016-02-01,43.0720610687023,43.6144177825761
2016-03-01,41.1912213740458,43.4944234366507
2016-04-01,41.1773387096774,43.3878625488306
2016-05-01,40.86288,43.2813016610106
2016-06-01,41.611746031746,43.2635695539376
2016-07-01,44.2120325203252,43.2458374468646
2016-08-01,44.3578048780488,43.3179263208548
2016-09-01,43.9446825396825,43.390015194845
2016-10-01,44.8249206349206,43.5038816402526
2016-11-01,44.0984126984127,43.6177480856602
2016-12-01,45.1686178861789,43.739403154308
2017-01-01,45.05792,43.8610582229557
2017-02-01,44.279593495935,44.0207666619829
2017-03-01,41.8721428571429,44.18047510101
2017-04-01,42.5517073170732,44.3628920974771
2017-05-01,42.1889682539682,44.5453090939441
2017-06-01,43.0402380952381,44.6639845047493
2017-07-01,45.0969291338583,44.7826599155545
2017-08-01,45.5811811023622,44.831133093178
2017-09-01,47.2895161290323,44.8796062708015
2017-10-01,47.988203125,44.8971581703258
2017-11-01,46.8553435114504,44.91471006985
2017-12-01,45.7007575757576,44.9175932831379
2018-01-01,45.1719083969466,44.9204764964258
2018-02-01,44.7549612403101,44.9248846535535
2018-03-01,41.5533333333333,44.9292928106812
2018-04-01,43.2559677419355,44.9829253573496
2018-05-01,40.7110687022901,45.036557904018
2018-06-01,45.8115322580645,45.1842916286992
2018-07-01,44.4964393939394,45.3320253533804
2018-08-01,46.0583969465649,45.497783278914
2018-09-01,47.21,45.6635412044476
2018-10-01,49.7851612903226,45.7598984511877
2018-11-01,46.6838759689922,45.8562556979279
2018-12-01,47.52592,45.8641921212005
2019-01-01,48.6246666666667,45.8721285444731
2019-02-01,44.5515322580645,45.8836396898841
2019-03-01,43.8048387096774,45.8951508352951
2019-04-01,43.7183870967742,45.8943201822511
2019-05-01,41.5453846153846,45.893489529207
2019-06-01,45.0913492063492,45.8697456854309
2019-07-01,44.685303030303,45.8460018416547
2019-08-01,46.5135877862595,45.9103634994536
2019-09-01,50.3312698412698,45.9747251572526
2019-10-01,49.9853174603175,46.1398251077514
2019-11-01,45.8046268656716,46.3049250582503
2019-12-01,46.2317424242424,46.4363819619121
2020-01-01,45.3258955223881,46.5678388655739
2020-02-01,47.4452032520325,46.6318298781908
2020-03-01,46.46144,46.6958208908078
2020-04-01,43.7007575757576,46.799725878802
2020-05-01,46.3578861788618,46.9036308667962
2020-06-01,44.426015037594,47.1011023938458
2020-07-01,47.9319379844961,47.2985739208955
2020-08-01,47.0314285714286,47.4437855282548
2020-09-01,49.4653543307087,47.5889971356141
2020-10-01,49.71875,47.7139472100883
2020-11-01,48.8009523809524,47.8388972845625
2020-12-01,51.4296666666667,48.035939471636
2021-01-01,47.5373134328358,48.2329816587096
2021-02-01,48.711968503937,48.5370327647375
2021-03-01,45.5992537313433,48.8410838707655
2021-04-01,45.7312781954887,49.1565522863851
2021-05-01,47.478359375,49.4720207020047
2021-06-01,46.9361194029851,49.753214181767
2021-07-01,50.9416279069767,50.0344076615293
2021-08-01,52.393671875,50.3459742209642
2021-09-01,54.5117741935484,50.6575407803991
2021-10-01,54.093937007874,51.0407605407829
2021-11-01,52.16296875,51.4239803011668
2021-12-01,50.497969924812,51.818756100936
2022-01-01,52.879808447166,52.2135319007051
2022-02-01,50.5103795507359,52.5496746846613
2022-03-01,50.1244665166447,52.8858174686174
2022-04-01,51.9112758486149,53.1840455181336
2022-05-01,51.9130666261028,53.4822735676499
2022-06-01,54.177762473217,53.745623872875
2022-07-01,56.6377270329339,54.0089741781001
2022-08-01,54.5297413793104,54.0654593372267
2022-09-01,57.4289578480727,54.1219444963534
2022-10-01,55.6760302295736,53.9044399304443
2022-11-01,55.8238299763033,53.6869353645353
2022-12-01,54.8393860786857,53.2426720200872
2023-01-01,54.7418813398526,52.7984086756392
2023-02-01,51.7778890160183,52.2892570168062
2023-03-01,48.6238108368951,51.7801053579732
2023-04-01,49.8426019305576,51.2876689017768
2023-05-01,47.9456261445274,50.7952324455805
2023-06-01,48.9334497206704,50.3890202498452
2023-07-01,48.9590402162893,49.98280805411
2023-08-01,49.0555703447358,49.6593965294649
2023-09-01,52.2975928424341,49.3359850048199
2023-10-01,51.2886532790338,49.0324701000901
2023-11-01,49.9400584795322,48.7289551953602
2023-12-01,48.2172722415175,48.4431704000962
2024-01-01,49.2731520223152,48.1573856048322
2024-02-01,46.941517607602,47.8867113914408
2024-03-01,46.9579216717606,47.6160371780494
