"date","producerShare","producerShareSmoothed"
2021-09-01,56.1471274193548,52.1937240637116
2021-10-01,55.7167551181102,52.5780337294433
2021-11-01,53.7278578125,52.962343395175
2021-12-01,52.0129090225564,53.3613133696794
2022-01-01,54.4662027005809,53.7602833441838
2022-02-01,52.0256909372579,54.1086945804091
2022-03-01,51.628200512144,54.4571058166344
2022-04-01,53.4686141240733,54.775242780551
2022-05-01,53.4704586248859,55.0933797444677
2022-06-01,55.8030953474135,55.3693690252009
2022-07-01,58.3368588439219,55.6453583059342
2022-08-01,56.1656336206897,55.7037090899458
2022-09-01,59.1518265835149,55.7620598739575
2022-10-01,57.3463111364609,55.5276234901822
2022-11-01,57.4985448755924,55.293187106407
2022-12-01,56.4845676610463,54.8279467712256
2023-01-01,56.3841377800482,54.3627064360443
2023-02-01,53.3312256864988,53.8404643982449
2023-03-01,50.0825251620019,53.3182223604455
2023-04-01,51.3378799884743,52.8219748771458
2023-05-01,49.3839949288632,52.3257273938461
2023-06-01,50.4014532122905,51.866709182483
2023-07-01,50.427811422778,51.4076909711199
2023-08-01,50.5272374550779,51.1282217143468
2023-09-01,53.8665206277072,50.8487524575736
2023-10-01,52.8273128774049,50.6141700293153
2023-11-01,51.4382602339181,50.3795876010571
2023-12-01,49.663790408763,50.1581600715914
2024-01-01,50.7513465829847,49.9367325421258
2024-02-01,48.3497631358301,49.7259397685377
2024-03-01,48.3666593219134,49.5151469949496
2024-04-01,48.8674783809316,49.3149717870049
